0	0	0	
4.465381e-13	2.6505078e-11	0.01713596	
5.3641009e-11	9.0455577e-11	0.03427192	
1.5520349e-10	2.0173793e-10	0.05140788	
3.1158646e-10	2.2791301e-10	0.06854384	
2.5432159e-10	2.6794832e-10	0.0856798	
3.0795196e-10	3.0610288e-10	0.10281576	
3.4320807e-10	2.8196986e-10	0.11995172	
2.5809502e-10	2.731614e-10	0.13708768	
2.624162e-10	1.4939427e-10	0.15422364	
2.6588338e-11	8.2680417e-11	0.1713596	
1.6850751e-11	6.8449313e-11	0.18849556	
5.3527789e-11	1.3237034e-11	0.20563152	
-4.275428e-11	-8.8216231e-11	0.22276748	
-1.8707703e-10	-3.5788643e-11	0.23990344	
1.5071006e-11	-7.6428936e-11	0.2570394	
-1.1538759e-10	-1.7252369e-11	0.27417536	
4.1485677e-11	1.5894966e-11	0.29131132	
4.8034512e-11	-1.0776865e-11	0.30844728	
-3.7149447e-11	-1.9686294e-11	0.32558324	
-2.7201071e-11	5.4186413e-11	0.3427192	
1.2639859e-10	2.9495373e-11	0.35985516	
3.8369946e-12	-5.261372e-11	0.37699112	
-1.3303446e-10	-3.4507541e-11	0.39412708	
-1.616691e-11	-2.4850014e-12	0.41126304	
3.0175944e-11	6.7431275e-11	0.428399	
1.3729564e-10	1.3426652e-10	0.44553496	
2.0066012e-10	1.7488754e-10	0.46267092	
2.1546431e-10	2.1288252e-10	0.47980688	
2.5097673e-10	2.5676738e-10	0.49694284	
2.999544e-10	2.5923054e-10	0.5140788	
2.6071201e-10	2.0342421e-10	0.53121476	
1.4917492e-10	2.4003869e-10	0.54835072	
2.758286e-10	2.2770991e-10	0.56548668	
2.1620703e-10	2.6440318e-10	0.58262264	
3.0188943e-10	3.4816522e-10	0.5997586	
4.2936305e-10	2.7972485e-10	0.61689456	
2.1130039e-10	2.1222853e-10	0.63403052	
1.455675e-10	1.9431255e-10	0.65116648	
1.7756176e-10	2.4555911e-10	0.66830244	
2.9544544e-10	2.1606578e-10	0.6854384	
1.8731404e-10	2.3059161e-10	0.70257436	
2.451078e-10	2.4454475e-10	0.71971032	
2.5801962e-10	2.3010922e-10	0.73684628	
2.1549898e-10	2.0530329e-10	0.75398224	
1.8180583e-10	2.5816408e-10	0.7711182	
3.1140825e-10	3.3378094e-10	0.78825416	
4.0910247e-10	3.9186795e-10	0.80539012	
4.5156388e-10	5.4545521e-10	0.82252608	
6.9591574e-10	5.1344974e-10	0.83966204	
4.8159611e-10	4.904574e-10	0.856798	
4.6692812e-10	4.3559363e-10	0.87393396	
3.8201638e-10	4.5709375e-10	0.89106992	
4.7786458e-10	4.3530558e-10	0.90820588	
4.1357896e-10	4.1717155e-10	0.92534184	
3.9928635e-10	4.1380742e-10	0.9424778	
4.1033449e-10	4.039843e-10	0.95961376	
3.9474415e-10	4.2876427e-10	0.97674972	
4.538513e-10	4.717709e-10	0.99388568	
5.1510861e-10	5.3442859e-10	1.0110216	
