0	0	0	
-0.41412323	-0.82824647	0.5	
-0.96188159	-1.0955167	1	
-0.55439741	0.81496835	1.5	
-0.57105024	-0.033305644	2	
0.086679433	1.3154593	2.5	
0.17565644	0.17795401	3	
-0.32549755	-1.002308	3.5	
-0.30498669	0.041021714	4	
0.21541241	1.0407982	4.5	
1.5444138	2.6580029	5	
0.34579797	-2.3972317	5.5	
-0.33206483	-1.3557256	6	
-0.61221566	-0.56030166	6.5	
-0.012834132	1.1987631	7	
-0.85482058	-1.6839729	7.5	
-0.33609011	1.0374609	8	
0.87712417	2.4264286	8.5	
1.3246239	0.89499944	9	
1.1727243	-0.30379919	9.5	
-0.02109582	-2.3876402	10	
0.58954974	1.2212911	10.5	
1.1602206	1.1413418	11	
1.08052	-0.15940136	11.5	
0.37730214	-1.4064356	12	
0.78648722	0.81837014	12.5	
0.26154849	-1.0498775	13	
0.51891579	0.51473459	13.5	
1.0015509	0.96527027	14	
1.1101403	0.21717882	14.5	
1.1228635	0.025446316	15	
0.34112096	-1.5634851	15.5	
-0.49299826	-1.6682384	16	
0.016435078	1.0188667	16.5	
0.39225791	0.75164567	17	
0.18689333	-0.41072916	17.5	
0.070505656	-0.23277535	18	
0.35557322	0.57013513	18.5	
-0.28591	-1.2829665	19	
-1.2886174	-2.0054148	19.5	
-2.4638012	-2.3503675	20	
-2.1990578	0.5294869	20.5	
-3.0099633	-1.621811	21	
-3.4127853	-0.80564411	21.5	
-2.1285538	2.568463	22	
-0.59564583	3.065816	22.5	
-1.8854278	-2.579564	23	
-2.7264831	-1.6821106	23.5	
-2.5571764	0.33861336	24	
-2.9786141	-0.84287527	24.5	
-2.9196723	0.11788351	25	
-3.9301355	-2.0209263	25.5	
-3.8484211	0.16342868	26	
-4.7507632	-1.8046842	26.5	
-5.3192025	-1.1368784	27	
-5.7980754	-0.95774592	27.5	
-4.7809369	2.0342771	28	
-5.2675153	-0.97315682	28.5	
-6.3063627	-2.0776948	29	
-6.8600012	-1.1072771	29.5	
